   r/R       V       Vcoul       Vexc       Vkin       Vinh       rV         ne        y        dNe    dNe(free) dNe(bound)    eta    n0*Ine
6.4964e-01 7.066e+00 4.793e+00 2.273e+00 +1.509e+01 -1.002e+00 3.430e-01 2.662e+29 5.316e+04 3.551e+10 2.438e+10 +1.132e+10 1.509e+01 1.005e+00 
6.5286e-01 6.899e+00 4.674e+00 2.225e+00 +1.492e+01 -1.006e+00 3.361e-01 2.619e+29 5.299e+04 3.529e+10 2.445e+10 +1.103e+10 1.492e+01 1.005e+00 
6.5610e-01 6.736e+00 4.558e+00 2.178e+00 +1.476e+01 -1.010e+00 3.294e-01 2.577e+29 5.283e+04 3.507e+10 2.452e+10 +1.074e+10 1.476e+01 1.006e+00 
6.5934e-01 6.574e+00 4.443e+00 2.131e+00 +1.461e+01 -1.014e+00 3.227e-01 2.536e+29 5.266e+04 3.485e+10 2.459e+10 +1.046e+10 1.461e+01 1.006e+00 
6.6260e-01 6.416e+00 4.331e+00 2.085e+00 +1.445e+01 -1.018e+00 3.161e-01 2.496e+29 5.250e+04 3.464e+10 2.466e+10 +1.018e+10 1.445e+01 1.006e+00 
6.6586e-01 6.260e+00 4.220e+00 2.039e+00 +1.430e+01 -1.022e+00 3.095e-01 2.456e+29 5.234e+04 3.443e+10 2.472e+10 +9.910e+09 1.430e+01 1.006e+00 
6.6912e-01 6.106e+00 4.112e+00 1.994e+00 +1.415e+01 -1.026e+00 3.030e-01 2.418e+29 5.219e+04 3.422e+10 2.479e+10 +9.640e+09 1.415e+01 1.006e+00 
6.7240e-01 5.955e+00 4.005e+00 1.950e+00 +1.400e+01 -1.030e+00 2.966e-01 2.380e+29 5.203e+04 3.402e+10 2.486e+10 +9.375e+09 1.400e+01 1.006e+00 
6.7568e-01 5.806e+00 3.901e+00 1.906e+00 +1.386e+01 -1.034e+00 2.903e-01 2.344e+29 5.188e+04 3.382e+10 2.493e+10 +9.113e+09 1.386e+01 1.006e+00 
6.7898e-01 5.660e+00 3.798e+00 1.862e+00 +1.372e+01 -1.038e+00 2.840e-01 2.308e+29 5.173e+04 3.363e+10 2.499e+10 +8.856e+09 1.372e+01 1.007e+00 
6.8228e-01 5.516e+00 3.697e+00 1.819e+00 +1.358e+01 -1.042e+00 2.779e-01 2.272e+29 5.159e+04 3.344e+10 2.506e+10 +8.602e+09 1.358e+01 1.007e+00 
6.8558e-01 5.375e+00 3.598e+00 1.777e+00 +1.344e+01 -1.047e+00 2.717e-01 2.238e+29 5.144e+04 3.326e+10 2.513e+10 +8.353e+09 1.344e+01 1.007e+00 
6.8890e-01 5.236e+00 3.501e+00 1.735e+00 +1.330e+01 -1.051e+00 2.657e-01 2.204e+29 5.130e+04 3.307e+10 2.520e+10 +8.108e+09 1.330e+01 1.007e+00 
6.9222e-01 5.099e+00 3.406e+00 1.693e+00 +1.317e+01 -1.055e+00 2.597e-01 2.172e+29 5.116e+04 3.290e+10 2.526e+10 +7.867e+09 1.317e+01 1.007e+00 
6.9556e-01 4.965e+00 3.312e+00 1.652e+00 +1.304e+01 -1.059e+00 2.538e-01 2.140e+29 5.103e+04 3.272e+10 2.533e+10 +7.629e+09 1.304e+01 1.007e+00 
6.9890e-01 4.833e+00 3.221e+00 1.612e+00 +1.291e+01 -1.063e+00 2.479e-01 2.108e+29 5.090e+04 3.255e+10 2.540e+10 +7.396e+09 1.291e+01 1.007e+00 
7.0224e-01 4.703e+00 3.131e+00 1.572e+00 +1.279e+01 -1.068e+00 2.422e-01 2.077e+29 5.077e+04 3.239e+10 2.546e+10 +7.167e+09 1.279e+01 1.008e+00 
7.0560e-01 4.575e+00 3.042e+00 1.533e+00 +1.267e+01 -1.072e+00 2.364e-01 2.047e+29 5.064e+04 3.223e+10 2.553e+10 +6.942e+09 1.267e+01 1.008e+00 
7.0896e-01 4.450e+00 2.956e+00 1.494e+00 +1.254e+01 -1.076e+00 2.308e-01 2.018e+29 5.052e+04 3.207e+10 2.560e+10 +6.720e+09 1.254e+01 1.008e+00 
7.1234e-01 4.326e+00 2.871e+00 1.456e+00 +1.243e+01 -1.081e+00 2.252e-01 1.989e+29 5.039e+04 3.191e+10 2.566e+10 +6.503e+09 1.243e+01 1.008e+00 
7.1572e-01 4.205e+00 2.787e+00 1.418e+00 +1.231e+01 -1.085e+00 2.197e-01 1.961e+29 5.028e+04 3.176e+10 2.573e+10 +6.290e+09 1.231e+01 1.008e+00 
7.1910e-01 4.086e+00 2.706e+00 1.381e+00 +1.219e+01 -1.089e+00 2.143e-01 1.934e+29 5.016e+04 3.162e+10 2.580e+10 +6.081e+09 1.219e+01 1.008e+00 
7.2250e-01 3.969e+00 2.625e+00 1.344e+00 +1.208e+01 -1.094e+00 2.089e-01 1.907e+29 5.005e+04 3.148e+10 2.587e+10 +5.875e+09 1.208e+01 1.008e+00 
7.2590e-01 3.854e+00 2.547e+00 1.308e+00 +1.197e+01 -1.098e+00 2.036e-01 1.881e+29 4.994e+04 3.134e+10 2.593e+10 +5.674e+09 1.197e+01 1.009e+00 
7.2932e-01 3.742e+00 2.470e+00 1.272e+00 +1.186e+01 -1.102e+00 1.984e-01 1.856e+29 4.983e+04 3.120e+10 2.600e+10 +5.477e+09 1.186e+01 1.009e+00 
7.3274e-01 3.631e+00 2.394e+00 1.237e+00 +1.176e+01 -1.107e+00 1.932e-01 1.831e+29 4.973e+04 3.107e+10 2.607e+10 +5.283e+09 1.176e+01 1.009e+00 
7.3616e-01 3.522e+00 2.320e+00 1.202e+00 +1.165e+01 -1.111e+00 1.881e-01 1.806e+29 4.963e+04 3.095e+10 2.614e+10 +5.094e+09 1.165e+01 1.009e+00 
7.3960e-01 3.415e+00 2.247e+00 1.168e+00 +1.155e+01 -1.115e+00 1.831e-01 1.783e+29 4.953e+04 3.083e+10 2.620e+10 +4.908e+09 1.155e+01 1.009e+00 
7.4304e-01 3.310e+00 2.176e+00 1.134e+00 +1.145e+01 -1.120e+00 1.781e-01 1.759e+29 4.944e+04 3.071e+10 2.627e+10 +4.726e+09 1.145e+01 1.009e+00 
7.4650e-01 3.208e+00 2.107e+00 1.101e+00 +1.135e+01 -1.124e+00 1.732e-01 1.737e+29 4.934e+04 3.060e+10 2.634e+10 +4.548e+09 1.135e+01 1.010e+00 
7.4996e-01 3.107e+00 2.038e+00 1.068e+00 +1.125e+01 -1.128e+00 1.684e-01 1.715e+29 4.926e+04 3.049e+10 2.641e+10 +4.374e+09 1.125e+01 1.010e+00 
7.5342e-01 3.008e+00 1.972e+00 1.036e+00 +1.116e+01 -1.132e+00 1.636e-01 1.693e+29 4.917e+04 3.038e+10 2.648e+10 +4.204e+09 1.116e+01 1.010e+00 
7.5690e-01 2.910e+00 1.906e+00 1.004e+00 +1.107e+01 -1.137e+00 1.589e-01 1.672e+29 4.909e+04 3.028e+10 2.655e+10 +4.038e+09 1.107e+01 1.010e+00 
7.6038e-01 2.815e+00 1.842e+00 9.731e-01 +1.097e+01 -1.141e+00 1.543e-01 1.651e+29 4.901e+04 3.018e+10 2.662e+10 +3.875e+09 1.097e+01 1.010e+00 
7.6388e-01 2.722e+00 1.779e+00 9.424e-01 +1.089e+01 -1.145e+00 1.497e-01 1.631e+29 4.894e+04 3.009e+10 2.669e+10 +3.716e+09 1.089e+01 1.010e+00 
7.6738e-01 2.630e+00 1.718e+00 9.122e-01 +1.080e+01 -1.149e+00 1.452e-01 1.612e+29 4.886e+04 3.000e+10 2.676e+10 +3.562e+09 1.080e+01 1.011e+00 
7.7088e-01 2.541e+00 1.658e+00 8.826e-01 +1.071e+01 -1.154e+00 1.408e-01 1.593e+29 4.879e+04 2.992e+10 2.683e+10 +3.410e+09 1.071e+01 1.011e+00 
7.7440e-01 2.453e+00 1.599e+00 8.534e-01 +1.063e+01 -1.158e+00 1.364e-01 1.574e+29 4.873e+04 2.984e+10 2.690e+10 +3.263e+09 1.063e+01 1.011e+00 
7.7792e-01 2.366e+00 1.542e+00 8.247e-01 +1.055e+01 -1.162e+00 1.321e-01 1.556e+29 4.867e+04 2.976e+10 2.697e+10 +3.119e+09 1.055e+01 1.011e+00 
7.8146e-01 2.282e+00 1.485e+00 7.966e-01 +1.047e+01 -1.166e+00 1.279e-01 1.538e+29 4.861e+04 2.969e+10 2.705e+10 +2.980e+09 1.047e+01 1.011e+00 
7.8500e-01 2.199e+00 1.430e+00 7.689e-01 +1.039e+01 -1.170e+00 1.237e-01 1.521e+29 4.855e+04 2.963e+10 2.712e+10 +2.843e+09 1.039e+01 1.011e+00 
7.8854e-01 2.119e+00 1.377e+00 7.418e-01 +1.031e+01 -1.174e+00 1.196e-01 1.504e+29 4.850e+04 2.956e+10 2.719e+10 +2.711e+09 1.031e+01 1.012e+00 
7.9210e-01 2.039e+00 1.324e+00 7.151e-01 +1.024e+01 -1.178e+00 1.155e-01 1.488e+29 4.846e+04 2.950e+10 2.727e+10 +2.582e+09 1.024e+01 1.012e+00 
7.9566e-01 1.962e+00 1.273e+00 6.889e-01 +1.016e+01 -1.182e+00 1.116e-01 1.472e+29 4.841e+04 2.945e+10 2.735e+10 +2.457e+09 1.016e+01 1.012e+00 
7.9924e-01 1.886e+00 1.223e+00 6.632e-01 +1.009e+01 -1.186e+00 1.077e-01 1.456e+29 4.837e+04 2.940e+10 2.742e+10 +2.335e+09 1.009e+01 1.012e+00 
8.0282e-01 1.812e+00 1.174e+00 6.381e-01 +1.002e+01 -1.190e+00 1.038e-01 1.441e+29 4.833e+04 2.936e+10 2.750e+10 +2.217e+09 1.002e+01 1.012e+00 
8.0640e-01 1.740e+00 1.126e+00 6.134e-01 +9.951e+00 -1.194e+00 1.000e-01 1.426e+29 4.830e+04 2.932e+10 2.758e+10 +2.103e+09 9.951e+00 1.012e+00 
8.1000e-01 1.669e+00 1.080e+00 5.892e-01 +9.884e+00 -1.198e+00 9.632e-02 1.412e+29 4.827e+04 2.928e+10 2.766e+10 +1.992e+09 9.884e+00 1.013e+00 
8.1360e-01 1.600e+00 1.034e+00 5.655e-01 +9.819e+00 -1.201e+00 9.267e-02 1.398e+29 4.824e+04 2.925e+10 2.774e+10 +1.885e+09 9.819e+00 1.013e+00 
8.1722e-01 1.532e+00 9.898e-01 5.423e-01 +9.755e+00 -1.205e+00 8.909e-02 1.384e+29 4.822e+04 2.922e+10 2.782e+10 +1.781e+09 9.755e+00 1.013e+00 
8.2084e-01 1.466e+00 9.465e-01 5.196e-01 +9.693e+00 -1.209e+00 8.558e-02 1.371e+29 4.820e+04 2.920e+10 2.790e+10 +1.680e+09 9.693e+00 1.013e+00 
8.2446e-01 1.402e+00 9.044e-01 4.974e-01 +9.632e+00 -1.212e+00 8.213e-02 1.358e+29 4.819e+04 2.918e+10 2.799e+10 +1.583e+09 9.632e+00 1.013e+00 
8.2810e-01 1.339e+00 8.634e-01 4.757e-01 +9.573e+00 -1.216e+00 7.875e-02 1.346e+29 4.818e+04 2.917e+10 2.807e+10 +1.490e+09 9.573e+00 1.013e+00 
8.3174e-01 1.278e+00 8.235e-01 4.545e-01 +9.515e+00 -1.219e+00 7.544e-02 1.333e+29 4.817e+04 2.916e+10 2.816e+10 +1.400e+09 9.515e+00 1.014e+00 
8.3540e-01 1.218e+00 7.846e-01 4.338e-01 +9.459e+00 -1.223e+00 7.219e-02 1.322e+29 4.817e+04 2.916e+10 2.825e+10 +1.313e+09 9.459e+00 1.014e+00 
8.3906e-01 1.160e+00 7.467e-01 4.135e-01 +9.404e+00 -1.226e+00 6.901e-02 1.310e+29 4.817e+04 2.916e+10 2.834e+10 +1.229e+09 9.404e+00 1.014e+00 
8.4272e-01 1.104e+00 7.100e-01 3.938e-01 +9.351e+00 -1.230e+00 6.590e-02 1.299e+29 4.818e+04 2.917e+10 2.843e+10 +1.149e+09 9.351e+00 1.014e+00 
8.4640e-01 1.049e+00 6.742e-01 3.745e-01 +9.300e+00 -1.233e+00 6.286e-02 1.288e+29 4.819e+04 2.918e+10 2.852e+10 +1.072e+09 9.300e+00 1.014e+00 
8.5008e-01 9.953e-01 6.395e-01 3.558e-01 +9.249e+00 -1.236e+00 5.988e-02 1.278e+29 4.820e+04 2.919e+10 2.862e+10 +9.978e+08 9.249e+00 1.014e+00 
8.5378e-01 9.433e-01 6.058e-01 3.375e-01 +9.200e+00 -1.239e+00 5.697e-02 1.268e+29 4.822e+04 2.921e+10 2.871e+10 +9.270e+08 9.200e+00 1.015e+00 
8.5748e-01 8.928e-01 5.731e-01 3.197e-01 +9.153e+00 -1.242e+00 5.413e-02 1.258e+29 4.824e+04 2.924e+10 2.881e+10 +8.593e+08 9.153e+00 1.015e+00 
8.6118e-01 8.438e-01 5.414e-01 3.024e-01 +9.107e+00 -1.245e+00 5.135e-02 1.249e+29 4.826e+04 2.927e+10 2.891e+10 +7.947e+08 9.107e+00 1.015e+00 
8.6490e-01 7.963e-01 5.107e-01 2.856e-01 +9.062e+00 -1.248e+00 4.865e-02 1.239e+29 4.829e+04 2.931e+10 2.902e+10 +7.332e+08 9.062e+00 1.015e+00 
8.6862e-01 7.502e-01 4.809e-01 2.693e-01 +9.019e+00 -1.251e+00 4.601e-02 1.231e+29 4.833e+04 2.935e+10 2.912e+10 +6.746e+08 9.019e+00 1.015e+00 
8.7236e-01 7.056e-01 4.521e-01 2.535e-01 +8.977e+00 -1.254e+00 4.344e-02 1.222e+29 4.837e+04 2.940e+10 2.923e+10 +6.189e+08 8.977e+00 1.015e+00 
8.7610e-01 6.624e-01 4.243e-01 2.381e-01 +8.937e+00 -1.257e+00 4.094e-02 1.214e+29 4.841e+04 2.945e+10 2.934e+10 +5.661e+08 8.937e+00 1.015e+00 
8.7984e-01 6.207e-01 3.974e-01 2.233e-01 +8.898e+00 -1.259e+00 3.852e-02 1.206e+29 4.846e+04 2.951e+10 2.945e+10 +5.161e+08 8.898e+00 1.016e+00 
8.8360e-01 5.804e-01 3.715e-01 2.089e-01 +8.860e+00 -1.262e+00 3.616e-02 1.198e+29 4.851e+04 2.957e+10 2.957e+10 +4.689e+08 8.860e+00 1.016e+00 
8.8736e-01 5.415e-01 3.465e-01 1.950e-01 +8.824e+00 -1.264e+00 3.387e-02 1.191e+29 4.857e+04 2.964e+10 2.969e+10 +4.244e+08 8.824e+00 1.016e+00 
8.9114e-01 5.040e-01 3.224e-01 1.816e-01 +8.789e+00 -1.267e+00 3.165e-02 1.184e+29 4.863e+04 2.972e+10 2.981e+10 +3.826e+08 8.789e+00 1.016e+00 
8.9492e-01 4.680e-01 2.993e-01 1.687e-01 +8.755e+00 -1.269e+00 2.950e-02 1.177e+29 4.870e+04 2.980e+10 2.993e+10 +3.434e+08 8.755e+00 1.016e+00 
8.9870e-01 4.333e-01 2.770e-01 1.562e-01 +8.723e+00 -1.272e+00 2.742e-02 1.170e+29 4.877e+04 2.989e+10 3.006e+10 +3.067e+08 8.723e+00 1.016e+00 
9.0250e-01 4.000e-01 2.557e-01 1.443e-01 +8.692e+00 -1.274e+00 2.542e-02 1.164e+29 4.884e+04 2.998e+10 3.019e+10 +2.725e+08 8.692e+00 1.016e+00 
9.0630e-01 3.681e-01 2.353e-01 1.328e-01 +8.662e+00 -1.276e+00 2.349e-02 1.158e+29 4.892e+04 3.008e+10 3.033e+10 +2.407e+08 8.662e+00 1.016e+00 
9.1012e-01 3.375e-01 2.157e-01 1.218e-01 +8.633e+00 -1.278e+00 2.163e-02 1.153e+29 4.901e+04 3.018e+10 3.047e+10 +2.113e+08 8.633e+00 1.016e+00 
9.1394e-01 3.083e-01 1.971e-01 1.113e-01 +8.606e+00 -1.280e+00 1.984e-02 1.147e+29 4.910e+04 3.029e+10 3.061e+10 +1.842e+08 8.606e+00 1.017e+00 
9.1776e-01 2.805e-01 1.793e-01 1.012e-01 +8.580e+00 -1.282e+00 1.812e-02 1.142e+29 4.919e+04 3.041e+10 3.075e+10 +1.592e+08 8.580e+00 1.017e+00 
9.2160e-01 2.541e-01 1.624e-01 9.168e-02 +8.556e+00 -1.284e+00 1.648e-02 1.137e+29 4.929e+04 3.053e+10 3.091e+10 +1.365e+08 8.556e+00 1.017e+00 
9.2544e-01 2.289e-01 1.463e-01 8.261e-02 +8.532e+00 -1.285e+00 1.492e-02 1.132e+29 4.939e+04 3.066e+10 3.106e+10 +1.157e+08 8.532e+00 1.017e+00 
9.2930e-01 2.052e-01 1.311e-01 7.400e-02 +8.510e+00 -1.287e+00 1.342e-02 1.128e+29 4.950e+04 3.080e+10 3.122e+10 +9.703e+07 8.510e+00 1.017e+00 
9.3316e-01 1.827e-01 1.168e-01 6.588e-02 +8.489e+00 -1.289e+00 1.201e-02 1.124e+29 4.962e+04 3.094e+10 3.138e+10 +8.023e+07 8.489e+00 1.017e+00 
9.3702e-01 1.616e-01 1.033e-01 5.823e-02 +8.470e+00 -1.290e+00 1.067e-02 1.120e+29 4.974e+04 3.109e+10 3.155e+10 +6.525e+07 8.470e+00 1.017e+00 
9.4090e-01 1.418e-01 9.071e-02 5.106e-02 +8.451e+00 -1.292e+00 9.401e-03 1.116e+29 4.986e+04 3.124e+10 3.173e+10 +5.203e+07 8.451e+00 1.017e+00 
9.4478e-01 1.233e-01 7.892e-02 4.436e-02 +8.434e+00 -1.293e+00 8.213e-03 1.113e+29 4.999e+04 3.141e+10 3.191e+10 +4.047e+07 8.434e+00 1.017e+00 
9.4868e-01 1.061e-01 6.797e-02 3.813e-02 +8.418e+00 -1.294e+00 7.102e-03 1.110e+29 5.013e+04 3.158e+10 3.209e+10 +3.048e+07 8.418e+00 1.017e+00 
9.5258e-01 9.023e-02 5.785e-02 3.238e-02 +8.404e+00 -1.295e+00 6.069e-03 1.107e+29 5.027e+04 3.175e+10 3.228e+10 +2.197e+07 8.404e+00 1.017e+00 
9.5648e-01 7.566e-02 4.855e-02 2.710e-02 +8.390e+00 -1.296e+00 5.115e-03 1.104e+29 5.041e+04 3.194e+10 3.248e+10 +1.485e+07 8.390e+00 1.017e+00 
9.6040e-01 6.238e-02 4.008e-02 2.230e-02 +8.378e+00 -1.297e+00 4.240e-03 1.102e+29 5.056e+04 3.213e+10 3.268e+10 +9.026e+06 8.378e+00 1.017e+00 
9.6432e-01 5.039e-02 3.243e-02 1.796e-02 +8.367e+00 -1.298e+00 3.445e-03 1.100e+29 5.072e+04 3.233e+10 3.289e+10 +4.394e+06 8.367e+00 1.017e+00 
9.6826e-01 3.970e-02 2.560e-02 1.410e-02 +8.357e+00 -1.299e+00 2.730e-03 1.098e+29 5.088e+04 3.253e+10 3.310e+10 +8.571e+05 8.357e+00 1.018e+00 
9.7220e-01 3.028e-02 1.958e-02 1.070e-02 +8.348e+00 -1.300e+00 2.097e-03 1.096e+29 5.105e+04 3.275e+10 3.333e+10 -1.688e+06 8.348e+00 1.018e+00 
9.7614e-01 2.214e-02 1.437e-02 7.771e-03 +8.341e+00 -1.301e+00 1.545e-03 1.095e+29 5.122e+04 3.297e+10 3.355e+10 -3.345e+06 8.341e+00 1.018e+00 
9.8010e-01 1.528e-02 9.973e-03 5.311e-03 +8.335e+00 -1.301e+00 1.077e-03 1.093e+29 5.140e+04 3.320e+10 3.379e+10 -4.212e+06 8.335e+00 1.018e+00 
9.8406e-01 9.696e-03 6.377e-03 3.319e-03 +8.330e+00 -1.302e+00 6.912e-04 1.092e+29 5.159e+04 3.344e+10 3.403e+10 -4.390e+06 8.330e+00 1.018e+00 
9.8804e-01 5.376e-03 3.584e-03 1.792e-03 +8.326e+00 -1.302e+00 3.901e-04 1.092e+29 5.178e+04 3.369e+10 3.429e+10 -3.972e+06 8.326e+00 1.018e+00 
9.9202e-01 2.322e-03 1.592e-03 7.303e-04 +8.323e+00 -1.303e+00 1.739e-04 1.091e+29 5.197e+04 3.394e+10 3.454e+10 -3.036e+06 8.323e+00 1.018e+00 
9.9600e-01 5.311e-04 3.978e-04 1.334e-04 +8.321e+00 -1.303e+00 4.364e-05 1.091e+29 5.217e+04 3.421e+10 3.481e+10 -1.645e+06 8.321e+00 1.018e+00 
1.0000e+00 2.000e-10 1.000e-10 1.000e-10 +8.321e+00 +0.000e+00 1.102e-11 1.091e+29 5.238e+04 3.448e+10 3.509e+10 -1.116e+03 8.321e+00 1.018e+00 
